name,official_name
granskningsnämnden för radio & tv,Granskningsnämnden för radio och TV
radionämnden,Granskningsnämnden för radio och TV
radio- och tv-verket,Radio- och TV-verket
swedish radio and tv authority,Radio- och TV-verket
rtvv,Radio- och TV-verket
the swedish radio and tv authority,Radio- och TV-verket
rikstrafiken,Rikstrafiken
rt,Rikstrafiken
the swedish national public transport agency,Rikstrafiken
statens biografbyrå,Statens biografbyrå
national board of film classification,Statens biografbyrå
sb,Statens biografbyrå
the national board of film classification,Statens biografbyrå
statens institut för kommunikationsanalys,Statens institut för kommunikationsanalys
swedish institute for transport and communications and analysis,Statens institut för kommunikationsanalys
sika,Statens institut för kommunikationsanalys
statens institut f kommunikationsanalys,Statens institut för kommunikationsanalys
delegationen för prognos- och utvecklingsverksamhet inom transportsektorn,Statens institut för kommunikationsanalys
teaterhögskolan i stockholm,Teaterhögskolan i Stockholm
national academy of mime and acting,Teaterhögskolan i Stockholm
th,Teaterhögskolan i Stockholm
swedish national academy of mime and acting,Teaterhögskolan i Stockholm
scenskolan,Teaterhögskolan i Stockholm
vägverket,Vägverket
swedish national road administration,Vägverket
vv,Vägverket
swedish road administration,Vägverket
avvecklingsmyndigheten för nätverk och samarbete inom högre utbildning,Avvecklingsmyndigheten för nätverk och samarbete inom högre utbildning
mnu,Avvecklingsmyndigheten för nätverk och samarbete inom högre utbildning
myndigheten för nätverk och samarbete inom högre utbildning,Avvecklingsmyndigheten för nätverk och samarbete inom högre utbildning
myndigheten för sveriges nätuniversitet,Avvecklingsmyndigheten för nätverk och samarbete inom högre utbildning
avvecklingsmyndigheten för ombudsmännen mot diskriminering,Avvecklingsmyndigheten för ombudsmännen mot diskriminering
?,Avvecklingsmyndigheten för ombudsmännen mot diskriminering
avdo,Avvecklingsmyndigheten för ombudsmännen mot diskriminering
avvecklingsmyndigheten för statens strålskyddsinstitut och kärnkraftsinspektion,Avvecklingsmyndigheten för Statens strålskyddsinstitut och kärnkraftsinspektion
?,Avvecklingsmyndigheten för Statens strålskyddsinstitut och kärnkraftsinspektion
asiki,Avvecklingsmyndigheten för Statens strålskyddsinstitut och kärnkraftsinspektion
glesbygdsverket,Glesbygdsverket
nationel rural development agency,Glesbygdsverket
gbv,Glesbygdsverket
national rural development agency,Glesbygdsverket
högskolan i kalmar,Högskolan i Kalmar
university college of kalmar,Högskolan i Kalmar
hkal,Högskolan i Kalmar
kalmar university,Högskolan i Kalmar
institutet för tillväxtpolitiska studier,Institutet för tillväxtpolitiska studier
the swedish institute for growth policy studies,Institutet för tillväxtpolitiska studier
itps,Institutet för tillväxtpolitiska studier
swedish institute for growth policy studies,Institutet för tillväxtpolitiska studier
myndigheten för kvalificerad yrkesutbildning,Myndigheten för kvalificerad yrkesutbildning
advanced vocational education,Myndigheten för kvalificerad yrkesutbildning
ky,Myndigheten för kvalificerad yrkesutbildning
the swedish agency for advanced vocational education,Myndigheten för kvalificerad yrkesutbildning
premiepensionsmyndigheten,Premiepensionsmyndigheten
premium pension authority,Premiepensionsmyndigheten
ppm,Premiepensionsmyndigheten
the premium pension authority,Premiepensionsmyndigheten
signalspaningsnämnden,Signalspaningsnämnden
ssn,Signalspaningsnämnden
the signals intelligence board,Signalspaningsnämnden
verket för näringslivsutveckling,Verket för näringslivsutveckling
"nutek,swedish agency for economic and regional growth",Verket för näringslivsutveckling
nutek,Verket för näringslivsutveckling
närings- och teknikutvecklingsverket,Verket för näringslivsutveckling
"verket för näringslivsutveckling, nutek",Verket för näringslivsutveckling
"nutek, swedish agency for economic and regional growth",Verket för näringslivsutveckling
växjö universitet,Växjö universitet
växjö university,Växjö universitet
vxu,Växjö universitet
växjö högskola,Växjö universitet
avvecklingsmyndigheten för arbetslivsinstitutet,Avvecklingsmyndigheten för Arbetslivsinstitutet
the winding-up authority for the national institute for working l,Avvecklingsmyndigheten för Arbetslivsinstitutet
aali,Avvecklingsmyndigheten för Arbetslivsinstitutet
avvecklingsmyndigheten för integrationsverket,Avvecklingsmyndigheten för Integrationsverket
?,Avvecklingsmyndigheten för Integrationsverket
aiv,Avvecklingsmyndigheten för Integrationsverket
handikappombudsmannen,Handikappombudsmannen
office of the swedish disability ombudsman,Handikappombudsmannen
ho,Handikappombudsmannen
jämställdhetsombudsmannen,Jämställdhetsombudsmannen
office of the equal opportunities ombudsman,Jämställdhetsombudsmannen
jamo,Jämställdhetsombudsmannen
järnvägsstyrelsen,Järnvägsstyrelsen
swedisch rail agency,Järnvägsstyrelsen
jvs,Järnvägsstyrelsen
the swedish rail agency,Järnvägsstyrelsen
krisberedskapsmyndigheten,Krisberedskapsmyndigheten
swedish emergency management agency,Krisberedskapsmyndigheten
kbm,Krisberedskapsmyndigheten
livsmedelsekonomiska institutet,Livsmedelsekonomiska institutet
swedish institute for food and agricultural economics,Livsmedelsekonomiska institutet
sli,Livsmedelsekonomiska institutet
luftfartsstyrelsen,Luftfartsstyrelsen
swedish civil aviation authority,Luftfartsstyrelsen
lfs,Luftfartsstyrelsen
myndigheten för skolutveckling,Myndigheten för skolutveckling
national agency for education,Myndigheten för skolutveckling
msu,Myndigheten för skolutveckling
nationellt centrum för flexibelt lärande,Nationellt centrum för flexibelt lärande
swedish agency for flexible learning,Nationellt centrum för flexibelt lärande
cfl,Nationellt centrum för flexibelt lärande
ombudsmannen mot diskriminering på grund av sexuell läggning,Ombudsmannen mot diskriminering på grund av sexuell läggning
the office of the ombudsman against discrimination because of sexual orientation,Ombudsmannen mot diskriminering på grund av sexuell läggning
homo,Ombudsmannen mot diskriminering på grund av sexuell läggning
ombudsman against discrimination on grounds of sexual orientation,Ombudsmannen mot diskriminering på grund av sexuell läggning
ombudsmannen mot etnisk diskriminering,Ombudsmannen mot etnisk diskriminering
the ombudsman against ethnic discrimination,Ombudsmannen mot etnisk diskriminering
do,Ombudsmannen mot etnisk diskriminering
ombudsmannen mot etnisk diskriminering och nämnden mot etnisk diskriminering,Ombudsmannen mot etnisk diskriminering
specialpedagogiska institutet,Specialpedagogiska institutet
the swedish institute for special needs education,Specialpedagogiska institutet
sit,Specialpedagogiska institutet
specialskolemyndigheten,Specialskolemyndigheten
spm,Specialskolemyndigheten
statens kärnkraftinspektion,Statens kärnkraftinspektion
swedish nuclear power inspectorate,Statens kärnkraftinspektion
ski,Statens kärnkraftinspektion
statens kärnkraftsinspektion,Statens kärnkraftinspektion
statens ljud- och bildarkiv,Statens ljud- och bildarkiv
the national archive of recorded sound and moving images,Statens ljud- och bildarkiv
alb,Statens ljud- och bildarkiv
statens ljud -och bildarkiv,Statens ljud- och bildarkiv
arkivet för ljud och bild,Statens ljud- och bildarkiv
slba,Statens ljud- och bildarkiv
statens ljud och bildarkiv,Statens ljud- och bildarkiv
swedish national archive of recorded sound and moving images,Statens ljud- och bildarkiv
statens räddningsverk,Statens räddningsverk
swedish rescue services agency,Statens räddningsverk
srv,Statens räddningsverk
räddningsverket,Statens räddningsverk
statens strålskyddsinstitut,Statens strålskyddsinstitut
national radiation protection authority,Statens strålskyddsinstitut
ssi,Statens strålskyddsinstitut
styrelsen för psykologiskt försvar,Styrelsen för psykologiskt försvar
national board of psychological defence,Styrelsen för psykologiskt försvar
spf,Styrelsen för psykologiskt försvar
svenskt biografiskt lexikon,Svenskt biografiskt lexikon
dictionary of swedish national biography,Svenskt biografiskt lexikon
sbl,Svenskt biografiskt lexikon
verket för förvaltningsutveckling,Verket för förvaltningsutveckling
swedish administrative development agency,Verket för förvaltningsutveckling
verva,Verket för förvaltningsutveckling
arbetslivsinstitutet,Arbetslivsinstitutet
national institute for working life,Arbetslivsinstitutet
ali,Arbetslivsinstitutet
djurskyddsmyndigheten,Djurskyddsmyndigheten
swedish animal welfare agency,Djurskyddsmyndigheten
djursk,Djurskyddsmyndigheten
institutet för psykosocial medicin,Institutet för psykosocial medicin
national institutet for psychosocial medicine,Institutet för psykosocial medicin
ipm,Institutet för psykosocial medicin
statens institut för psykosocial miljömedicin,Institutet för psykosocial medicin
national institute for psychosocial medicine,Institutet för psykosocial medicin
insättningsgarantinämnden,Insättningsgarantinämnden
deposit guarantee board,Insättningsgarantinämnden
ign,Insättningsgarantinämnden
integrationsverket,Integrationsverket
iv,Integrationsverket
swedish integration board,Integrationsverket
lärarhögskolan i stockholm,Lärarhögskolan i Stockholm
stockholm institute of education,Lärarhögskolan i Stockholm
lhs,Lärarhögskolan i Stockholm
nämnden för offentlig upphandling,Nämnden för offentlig upphandling
national board for public procurement,Nämnden för offentlig upphandling
nou,Nämnden för offentlig upphandling
utlänningsnämndens avvecklingsorganisation,Utlänningsnämndens avvecklingsorganisation
aliens appeals board,Utlänningsnämndens avvecklingsorganisation
un,Utlänningsnämndens avvecklingsorganisation
utlänningsnämnden,Utlänningsnämndens avvecklingsorganisation
aliens appeals board of sweden,Utlänningsnämndens avvecklingsorganisation
valideringsdelegationen,Valideringsdelegationen
national commission on validation,Valideringsdelegationen
valid,Valideringsdelegationen
avvecklingsmyndigheten för statens kvalitets- och kompetensråd,Avvecklingsmyndigheten för Statens kvalitets- och kompetensråd
the national council for quality and development,Avvecklingsmyndigheten för Statens kvalitets- och kompetensråd
kkr,Avvecklingsmyndigheten för Statens kvalitets- och kompetensråd
statens kvalitets- och kompetensråd,Avvecklingsmyndigheten för Statens kvalitets- och kompetensråd
handelsflottans kultur- och fritidsråd,Handelsflottans kultur- och fritidsråd
swedish government seamen´s service,Handelsflottans kultur- och fritidsråd
hkf,Handelsflottans kultur- och fritidsråd
swedish government seamen's service,Handelsflottans kultur- och fritidsråd
statens institut för ekologisk hållbarhet,Statens institut för ekologisk hållbarhet
swedish institute for ecological sustainability,Statens institut för ekologisk hållbarhet
ieh,Statens institut för ekologisk hållbarhet
centrum för kunskap om ekologisk hållbarhet,Statens institut för ekologisk hållbarhet
statens institut för särskilt utbildningsstöd,Statens institut för särskilt utbildningsstöd
national agency for special educational support,Statens institut för särskilt utbildningsstöd
sisus,Statens institut för särskilt utbildningsstöd
avvecklingsmyndigheten för centrala försöksdjursnämnden,Avvecklingsmyndigheten för Centrala försöksdjursnämnden
cfn,Avvecklingsmyndigheten för Centrala försöksdjursnämnden
centrala försöksdjursnämnden,Avvecklingsmyndigheten för Centrala försöksdjursnämnden
kommittén för avveckling av överstyrelsen för civil beredskap,Kommittén för avveckling av Överstyrelsen för civil beredskap
ocb,Kommittén för avveckling av Överstyrelsen för civil beredskap
överstyrelsen för civil beredskap,Kommittén för avveckling av Överstyrelsen för civil beredskap
rådet för forsknings- och utvecklingssamarbete inom eu,Rådet för forsknings- och utvecklingssamarbete inom EU
the swedish eu-r&d council,Rådet för forsknings- och utvecklingssamarbete inom EU
eufou,Rådet för forsknings- och utvecklingssamarbete inom EU
rådet för forsknings och utvecklingssamarbete inom eu,Rådet för forsknings- och utvecklingssamarbete inom EU
rådet för forsknings och utvecklingssamarbete mellan sverige och eu,Rådet för forsknings- och utvecklingssamarbete inom EU
statens bostadsnämnd,Statens bostadsnämnd
sbn,Statens bostadsnämnd
the national housing committee,Statens bostadsnämnd
statens utsädeskontroll,Statens utsädeskontroll
swedish seed testing and certification institute,Statens utsädeskontroll
suk,Statens utsädeskontroll
statens växtsortnämnd,Statens växtsortnämnd
svn,Statens växtsortnämnd
swedish national plant variety board,Statens växtsortnämnd
turistdelegationen,Turistdelegationen
swedish tourist authority,Turistdelegationen
td,Turistdelegationen
överklagandenämnden för totalförsvaret,Överklagandenämnden för totalförsvaret
appeals bord for the total defence,Överklagandenämnden för totalförsvaret
ont,Överklagandenämnden för totalförsvaret
avvecklingsmyndigheten för rrv,Avvecklingsmyndigheten för RRV
rrvavv,Avvecklingsmyndigheten för RRV
delegationen för stöd till vissa kommuner med bostadsåtaganden,Delegationen för stöd till vissa kommuner med bostadsåtaganden
bd,Delegationen för stöd till vissa kommuner med bostadsåtaganden
bostadsdelegationen,Delegationen för stöd till vissa kommuner med bostadsåtaganden
riksförsäkringsverket,Riksförsäkringsverket
national social insurance board,Riksförsäkringsverket
rfv,Riksförsäkringsverket
statens nämnd för internationella adoptionsfrågor,Statens nämnd för internationella adoptionsfrågor
national board for intercountry adoptions (nia),Statens nämnd för internationella adoptionsfrågor
nia,Statens nämnd för internationella adoptionsfrågor
st nämnd för internationella adoptionsfrågor,Statens nämnd för internationella adoptionsfrågor
delegationen för it i skolan,Delegationen för IT i skolan
itis,Delegationen för IT i skolan
distum avvecklingsmyndighet,Distum avvecklingsmyndighet
distum,Distum avvecklingsmyndighet
distansutbildningsmyndigheten,Distum avvecklingsmyndighet
riksdagens revisorer,Riksdagens revisorer
rr,Riksdagens revisorer
riksrevisionsverket,Riksrevisionsverket
rrv,Riksrevisionsverket
steriliseringsersättningsnämnden,Steriliseringsersättningsnämnden
sen,Steriliseringsersättningsnämnden
sterilization compensation board,Steriliseringsersättningsnämnden
allmänna försäkringskassorna,Allmänna försäkringskassorna
rfv/fk,Allmänna försäkringskassorna
sprängämnesinspektionen,Sprängämnesinspektionen
sai,Sprängämnesinspektionen
national inspectorate of explosives and flammables,Sprängämnesinspektionen
statens skola för vuxna i härnösand,Statens skola för vuxna i Härnösand
ssvh,Statens skola för vuxna i Härnösand
"statens skola för vuxna, härnösand",Statens skola för vuxna i Härnösand
statens skola för vuxna i norrköping,Statens skola för vuxna i Norrköping
ssvn,Statens skola för vuxna i Norrköping
totalförsvarets chefsnämnd,Totalförsvarets chefsnämnd
tcn,Totalförsvarets chefsnämnd
total defence's head-board,Totalförsvarets chefsnämnd
utrikesdepartementet,Utrikesdepartementet
rk/ud,Utrikesdepartementet
alkoholinspektionen,Alkoholinspektionen
ai,Alkoholinspektionen
the national alcohol board,Alkoholinspektionen
allmänna advokatbyråerna,Allmänna advokatbyråerna
aab,Allmänna advokatbyråerna
de allmänna advokatbyråerna,Allmänna advokatbyråerna
"birgittaskolan, örebro","Birgittaskolan, Örebro"
sbir,"Birgittaskolan, Örebro"
"birgitta school, örebro","Birgittaskolan, Örebro"
byggforskningsrådet,Byggforskningsrådet
bfr,Byggforskningsrådet
swedish council for building research,Byggforskningsrådet
civilbefälhavaren i mellersta civilområdet,Civilbefälhavaren i Mellersta civilområdet
cbm,Civilbefälhavaren i Mellersta civilområdet
civilbef mellersta civilområdet,Civilbefälhavaren i Mellersta civilområdet
civilbefälhavaren i norra civilområdet,Civilbefälhavaren i Norra Civilområdet
cbn,Civilbefälhavaren i Norra Civilområdet
civilbef norra civilområdet,Civilbefälhavaren i Norra Civilområdet
civilbefälhavaren i södra civilområdet,Civilbefälhavaren i Södra civilområdet
cbs,Civilbefälhavaren i Södra civilområdet
civilbef södra civilområdet,Civilbefälhavaren i Södra civilområdet
flygtekniska försöksanstalten,Flygtekniska försöksanstalten
ffa,Flygtekniska försöksanstalten
national aeronautical research institute,Flygtekniska försöksanstalten
forskningsrådsnämnden,Forskningsrådsnämnden
frn,Forskningsrådsnämnden
försvarets forskningsanstalt,Försvarets forskningsanstalt
foa,Försvarets forskningsanstalt
swedish national defence research institute,Försvarets forskningsanstalt
humanistisk-samhällsvetenskapliga forskningsrådet,Humanistisk-samhällsvetenskapliga forskningsrådet
hsfr,Humanistisk-samhällsvetenskapliga forskningsrådet
council for research in the humanities and social sciences,Humanistisk-samhällsvetenskapliga forskningsrådet
hum-samhällsvetenskapliga forskningsrådet,Humanistisk-samhällsvetenskapliga forskningsrådet
kommunikationsforskningsberedningen,Kommunikationsforskningsberedningen
kfb,Kommunikationsforskningsberedningen
"kristinaskolan, härnösand","Kristinaskolan, Härnösand"
skri,"Kristinaskolan, Härnösand"
"manillaskolan, stockholm","Manillaskolan, Stockholm"
sman,"Manillaskolan, Stockholm"
medicinska forskningsrådet,Medicinska forskningsrådet
mfr,Medicinska forskningsrådet
swedish medical research council,Medicinska forskningsrådet
naturvetenskapliga forskningsrådet,Naturvetenskapliga forskningsrådet
nfr,Naturvetenskapliga forskningsrådet
rådet för arbetslivsforskning,Rådet för arbetslivsforskning
ralf,Rådet för arbetslivsforskning
swedish council for work life research,Rådet för arbetslivsforskning
skogs- och jordbrukets forskningsråd,Skogs- och jordbrukets forskningsråd
sjfr,Skogs- och jordbrukets forskningsråd
socialvetenskapliga forskningsrådet,Socialvetenskapliga forskningsrådet
sfr,Socialvetenskapliga forskningsrådet
swedish council for social research,Socialvetenskapliga forskningsrådet
statens institut för handikappfrågor i skolan,Statens institut för handikappfrågor i skolan
sih,Statens institut för handikappfrågor i skolan
statens institut för regional forskning,Statens institut för regional forskning
sir,Statens institut för regional forskning
statens institut för regionalforskning,Statens institut för regional forskning
teknikvetenskapliga forskningsrådet,Teknikvetenskapliga forskningsrådet
tfr,Teknikvetenskapliga forskningsrådet
swedish research council for engineering sciences,Teknikvetenskapliga forskningsrådet
tomtebodaskolans resurscenter,Tomtebodaskolans resurscenter
trc,Tomtebodaskolans resurscenter
"vänerskolan, vänersborg","Vänerskolan, Vänersborg"
va,"Vänerskolan, Vänersborg"
"åsbackaskolan, gnesta","Åsbackaskolan, Gnesta"
sasb,"Åsbackaskolan, Gnesta"
"östervångsskolan, lund","Östervångsskolan, Lund"
osk,"Östervångsskolan, Lund"
alingsås tingsrätt,Alingsås tingsrätt
alkoholsortimentsnämnden,Alkoholsortimentsnämnden
alcoholic beverages product range board,Alkoholsortimentsnämnden
andra ap-fonden,Andra AP-fonden
ansvarsnämnden för djurens hälso- och sjukvård,Ansvarsnämnden för djurens hälso- och sjukvård
arvsfondsdelegationen,Arvsfondsdelegationen
arvfondsdelegationen,Arvsfondsdelegationen
attunda tingsrätt,Attunda tingsrätt
blekinge tingsrätt,Blekinge tingsrätt
borås tingsrätt,Borås tingsrätt
centrala djurförsöksetiska nämnden,Centrala djurförsöksetiska nämnden
cdfn,Centrala djurförsöksetiska nämnden
delegationen för folkrättslig granskning av vapenprojekt,Delegationen för folkrättslig granskning av vapenprojekt
eksjö tingsrätt,Eksjö tingsrätt
eskilstuna tingsrätt,Eskilstuna tingsrätt
falu tingsrätt,Falu tingsrätt
fideikommissnämnden,Fideikommissnämnden
fjärde ap-fonden,Fjärde AP-fonden
fondtorgsnämnden,Fondtorgsnämnden
swedish fund selection agency,Fondtorgsnämnden
forskarskattenämnden,Forskarskattenämnden
the taxation of research workers board,Forskarskattenämnden
första ap-fonden,Första AP-fonden
förvaltningsrätten i falun,Förvaltningsrätten i Falun
förvaltningsrätten i göteborg,Förvaltningsrätten i Göteborg
förvaltningsrätten i göteborg och migrationsdoms,Förvaltningsrätten i Göteborg
förvaltningsrätten i göteborg och migrationsdomstol,Förvaltningsrätten i Göteborg
förvaltningsrätten i härnösand,Förvaltningsrätten i Härnösand
förvaltningsrätten i jönköping,Förvaltningsrätten i Jönköping
förvaltningsrätten i karlstad,Förvaltningsrätten i Karlstad
förvaltningsrätten i linköping,Förvaltningsrätten i Linköping
förvaltningsrätten i luleå,Förvaltningsrätten i Luleå
förvaltningsrätten i luleå och migrationsdomstol,Förvaltningsrätten i Luleå
förvaltningsrätten i malmö,Förvaltningsrätten i Malmö
förvaltningsrätten i stockholm,Förvaltningsrätten i Stockholm
förvaltningsrätten i stockholm och migrationsdom,Förvaltningsrätten i Stockholm
förvaltningsrätten i stockholm och migrationsdomstol,Förvaltningsrätten i Stockholm
förvaltningsrätten i umeå,Förvaltningsrätten i Umeå
förvaltningsrätten i uppsala,Förvaltningsrätten i Uppsala
förvaltningsrätten i växjö,Förvaltningsrätten i Växjö
gotlands tingsrätt,Gotlands tingsrätt
granskningsnämnden för försvarsuppfinningar,Granskningsnämnden för försvarsuppfinningar
gällivare tingsrätt,Gällivare tingsrätt
gävle tingsrätt,Gävle tingsrätt
göta hovrätt,Göta hovrätt
göteborgs tingsrätt,Göteborgs tingsrätt
halmstads tingsrätt,Halmstads tingsrätt
haparanda tingsrätt,Haparanda tingsrätt
harpsundsnämnden,Harpsundsnämnden
harpsund committee,Harpsundsnämnden
helsingborgs tingsrätt,Helsingborgs tingsrätt
hovrätten för nedre norrland,Hovrätten för Nedre Norrland
hovrätten för västra sverige,Hovrätten för Västra Sverige
hovrätten för övre norrland,Hovrätten för Övre Norrland
hovrätten över skåne och blekinge,Hovrätten över Skåne och Blekinge
hudiksvalls tingsrätt,Hudiksvalls tingsrätt
hyresnämnden i göteborg,Hyresnämnden i Göteborg
hyres och arrendenämnden i göteborg,Hyresnämnden i Göteborg
hyresnämnden i jönköping,Hyresnämnden i Jönköping
hyres och arrendenämnden i jönköping,Hyresnämnden i Jönköping
hyresnämnden i linköping,Hyresnämnden i Linköping
hyres och arrendenämnden i linköping,Hyresnämnden i Linköping
hyresnämnden i malmö,Hyresnämnden i Malmö
hyres och arrendenämnen i malmö,Hyresnämnden i Malmö
hyresnämnden i stockholm,Hyresnämnden i Stockholm
hyres och arrendenämnden i stockholm,Hyresnämnden i Stockholm
hyresnämnden i sundsvall,Hyresnämnden i Sundsvall
hyres och arrendenämnden i sundsvall,Hyresnämnden i Sundsvall
hyresnämnden i umeå,Hyresnämnden i Umeå
hyres och arrendenämnden i umeå,Hyresnämnden i Umeå
hyresnämnden i västerås,Hyresnämnden i Västerås
hyres och arrendenämnden i västerås,Hyresnämnden i Västerås
hässleholms tingsrätt,Hässleholms tingsrätt
högskolans avskiljandenämnd,Högskolans avskiljandenämnd
the higher education expulsions board,Högskolans avskiljandenämnd
han,Högskolans avskiljandenämnd
högsta domstolen,Högsta domstolen
högsta förvaltningsdomstolen,Högsta förvaltningsdomstolen
jönköpings tingsrätt,Jönköpings tingsrätt
kalmar tingsrätt,Kalmar tingsrätt
kammarrätten i göteborg,Kammarrätten i Göteborg
kammarrätten i jönköping,Kammarrätten i Jönköping
kammarrätten i stockholm,Kammarrätten i Stockholm
kammarrätten i stockholm och migrationsöverdomst,Kammarrätten i Stockholm
kammarrätten i stockholm och migrationsöverdomstol,Kammarrätten i Stockholm
kammarrätten i sundsvall,Kammarrätten i Sundsvall
klimatpolitiska rådet,Klimatpolitiska rådet
swedish climate policy council,Klimatpolitiska rådet
krigsförsäkringsnämnden,Krigsförsäkringsnämnden
kristianstads tingsrätt,Kristianstads tingsrätt
lagrådet,Lagrådet
council on legislation,Lagrådet
linköpings tingsrätt,Linköpings tingsrätt
lokala säkerhetsnämnden vid kärntekniska anläggningen forsmark,Lokala säkerhetsnämnden vid kärntekniska anläggningen Forsmark
lokala säkerhetsnämnden vid forsmark,Lokala säkerhetsnämnden vid kärntekniska anläggningen Forsmark
lokala säkerhetsnämnden vid kärntekniska anläggningen oskarshamn (simpevarp),Lokala säkerhetsnämnden vid kärntekniska anläggningen Oskarshamn (Simpevarp)
lokala säkerhetsnämnden vid kärntekniska anläggningen ringhals,Lokala säkerhetsnämnden vid kärntekniska anläggningen Ringhals
lokala säkerhetsnämnden vid ringhals,Lokala säkerhetsnämnden vid kärntekniska anläggningen Ringhals
lokala värderingsnämnden vid länsstyrelsen i hallands län,Lokala värderingsnämnden vid Länsstyrelsen i Hallands län
luleå tingsrätt,Luleå tingsrätt
lunds tingsrätt,Lunds tingsrätt
lycksele tingsrätt,Lycksele tingsrätt
malmö tingsrätt,Malmö tingsrätt
mora tingsrätt,Mora tingsrätt
nacka tingsrätt,Nacka tingsrätt
norrköpings tingsrätt,Norrköpings tingsrätt
norrtälje tingsrätt,Norrtälje tingsrätt
notarienämnden,Notarienämnden
law clerks board,Notarienämnden
nyköpings tingsrätt,Nyköpings tingsrätt
nämnden för hemslöjdsfrågor,Nämnden för hemslöjdsfrågor
the national swedish handicraft council,Nämnden för hemslöjdsfrågor
nfh,Nämnden för hemslöjdsfrågor
nämnden för styrelserepresentationsfrågor,Nämnden för styrelserepresentationsfrågor
council for employee representation on boards of directors,Nämnden för styrelserepresentationsfrågor
nämnden mot diskriminering,Nämnden mot diskriminering
nämnden mot diskriminerin,Nämnden mot diskriminering
oljekrisnämnden,Oljekrisnämnden
riksvärderingsnämnden,Riksvärderingsnämnden
rättshjälpsmyndigheten,Rättshjälpsmyndigheten
national legal aid authority,Rättshjälpsmyndigheten
rättshjälpsnämnden,Rättshjälpsnämnden
rättshjälpnämnden,Rättshjälpsnämnden
legal aid board,Rättshjälpsnämnden
sjunde ap-fonden,Sjunde AP-fonden
sjätte ap-fonden,Sjätte AP-fonden
skaraborgs tingsrätt,Skaraborgs tingsrätt
skatterättsnämnden,Skatterättsnämnden
skellefteå tingsrätt,Skellefteå tingsrätt
skiljenämnden i vissa trygghetsfrågor,Skiljenämnden i vissa trygghetsfrågor
arbitration tribunal for occupational injury compensation,Skiljenämnden i vissa trygghetsfrågor
skolväsendets överklagandenämnd,Skolväsendets överklagandenämnd
the board of appeal for education,Skolväsendets överklagandenämnd
solna tingsrätt,Solna tingsrätt
statens ansvarsnämnd,Statens ansvarsnämnd
statens nämnd för arbetstagares uppfinningar,Statens nämnd för arbetstagares uppfinningar
national advisory board on patent rights and compensation settlements for inventions at work,Statens nämnd för arbetstagares uppfinningar
snau,Statens nämnd för arbetstagares uppfinningar
statens skaderegleringsnämnd,Statens skaderegleringsnämnd
national claims adjustment board,Statens skaderegleringsnämnd
ssrn,Statens skaderegleringsnämnd
statens tjänstepensions- och grupplivnämnd,Statens tjänstepensions- och grupplivnämnd
statens överklagandenämnd,Statens överklagandenämnd
kk,Statens överklagandenämnd
stockholms tingsrätt,Stockholms tingsrätt
stockholms tingsrätt och patent och marknadsdom,Stockholms tingsrätt
styrelsen för samefonden,Styrelsen för samefonden
the sami foundation board,Styrelsen för samefonden
sundsvalls tingsrätt,Sundsvalls tingsrätt
svea hovrätt,Svea hovrätt
svea hovrätt o mark o miljö och patent,Svea hovrätt
svenska fao-kommittén,Svenska FAO-kommittén
the swedish fao committee,Svenska FAO-kommittén
svenska ilo-kommittén,Svenska ILO-kommittén
ilo-kommittén,Svenska ILO-kommittén
swedish ilo committee,Svenska ILO-kommittén
svenska ilo-kommitten,Svenska ILO-kommittén
sveriges författarfond,Sveriges författarfond
swedish authors’ fund,Sveriges författarfond
svff,Sveriges författarfond
södertälje tingsrätt,Södertälje tingsrätt
södertörns tingsrätt,Södertörns tingsrätt
tredje ap-fonden,Tredje AP-fonden
uddevalla tingsrätt,Uddevalla tingsrätt
umeå tingsrätt,Umeå tingsrätt
uppsala tingsrätt,Uppsala tingsrätt
utrikesförvaltningens antagningsnämnd,Utrikesförvaltningens antagningsnämnd
varbergs tingsrätt,Varbergs tingsrätt
vänersborgs tingsrätt,Vänersborgs tingsrätt
vänersborgs tingsrätt och mark och miljödomstol,Vänersborgs tingsrätt
värmlands tingsrätt,Värmlands tingsrätt
västmanlands tingsrätt,Västmanlands tingsrätt
växjö tingsrätt,Växjö tingsrätt
växjö tingsrätt och mark och miljödomstol,Växjö tingsrätt
ystads tingsrätt,Ystads tingsrätt
ångermanlands tingsrätt,Ångermanlands tingsrätt
örebro tingsrätt,Örebro tingsrätt
östersunds tingsrätt,Östersunds tingsrätt
östersunds tingsrätt och mark och miljödomstol,Östersunds tingsrätt
överklagandenämnden för högskolan,Överklagandenämnden för högskolan
the higher education appeals board,Överklagandenämnden för högskolan
önh,Överklagandenämnden för högskolan
överklagandenämnden för nämndemannauppdrag,Överklagandenämnden för nämndemannauppdrag
överåklagarnämnden för nämndemannauppdrag,Överklagandenämnden för nämndemannauppdrag
övervakningsnämnder,Övervakningsnämnder
övervakningsnämnderna,Övervakningsnämnder
kungliga slotts- och hovstaten,Kungliga slotts- och hovstaten
zornsamlingarna,Zornsamlingarna
riksdagens arvodesnämnd,Riksdagens arvodesnämnd
sveriges riksbank,Sveriges riksbank
lokala säkerhetsnämnden vid oskarshamn,Lokala säkerhetsnämnden vid Oskarshamn
hälsinglands tingsrätt,HÄLSINGLANDS TINGSRÄTT
sveriges ambassad kabul,Sveriges ambassad Kabul
sveriges ambassad tirana,Sveriges ambassad Tirana
